Id,Label,度
量子力学,量子力学,1
量子,量子,1
液化,液化,1
超临界二氧化碳,超临界二氧化碳,1
固态,固态,4
天然,天然,23
表面张力,表面张力,1
萃取,萃取,2
特异性,特异性,1
液态,液态,4
临界现象,临界现象,1
活性物质,活性物质,1
成分,成分,22
水,水,28
甜味剂,甜味剂,4
咖啡因,咖啡因,4
固体,固体,4
冰毒,冰毒,1
液体,液体,7
二氯甲烷,二氯甲烷,1
蔗糖,蔗糖,4
溶剂,溶剂,2
临界温度,临界温度,1
二氧化碳,二氧化碳,7
油脂,油脂,3
粘度,粘度,1
气体,气体,11
茶多酚,茶多酚,3
临界态,临界态,1
化工技术,化工技术,1
有机溶剂,有机溶剂,1
气态,气态,2
肌球蛋白,肌球蛋白,1
铁丝网,铁丝网,1
有机物,有机物,5
自溶,自溶,1
含量,含量,23
分解,分解,8
甲醛,甲醛,2
甲醇,甲醇,1
副产物,副产物,2
水分,水分,7
发酵,发酵,5
氧气,氧气,8
硫化氢,硫化氢,2
氧,氧,4
热力学,热力学,1
大理石,大理石,1
环境温度,环境温度,1
氮,氮,4
纤维蛋白,纤维蛋白,1
干燥,干燥,5
能量转移,能量转移,1
取样,取样,4
化学反应,化学反应,5
细胞膜,细胞膜,3
蛋白质,蛋白质,15
分子,分子,12
DNA,DNA,6
化学成分,化学成分,5
降解,降解,3
热量,热量,12
酸性,酸性,4
化学物质,化学物质,7
盐,盐,8
甲烷,甲烷,4
导管,导管,1
水槽,水槽,1
硫,硫,3
抗生素,抗生素,12
氨气,氨气,2
反应速度,反应速度,1
营养物质,营养物质,3
肌动蛋白,肌动蛋白,1
磷,磷,3
酶,酶,6
氮化合物,氮化合物,1
低血糖,低血糖,1
脂肪,脂肪,7
过滤,过滤,3
营养,营养,11
能量,能量,19
胆固醇,胆固醇,3
半衰期,半衰期,2
酯,酯,2
乙胺嘧啶,乙胺嘧啶,1
作用机理,作用机理,2
转运蛋白,转运蛋白,1
剂量,剂量,2
甲基,甲基,1
氨基酸,氨基酸,7
钒,钒,1
转录,转录,3
阻断剂,阻断剂,7
氯喹,氯喹,1
化学合成,化学合成,4
化学家,化学家,5
磁铁矿,磁铁矿,2
冶炼,冶炼,1
钛,钛,1
化学,化学,23
锡,锡,2
砷,砷,9
熔炉,熔炉,4
铁,铁,3
炼金术,炼金术,5
铅,铅,5
化学工业,化学工业,6
纯物质,纯物质,1
组分,组分,2
化学过程,化学过程,1
金,金,5
铜,铜,2
汞,汞,4
杂质,杂质,4
玻璃,玻璃,6
银,银,2
短周期,短周期,1
燃料,燃料,4
陶瓷,陶瓷,1
核燃料,核燃料,2
精度,精度,2
钚,钚,2
光谱,光谱,4
氧化钚,氧化钚,1
放射性同位素,放射性同位素,1
电池,电池,7
残留物,残留物,2
核能,核能,1
太阳能,太阳能,2
太阳辐射,太阳辐射,2
自旋,自旋,1
硅,硅,4
极限拉伸强度,极限拉伸强度,1
铸铁,铸铁,2
烯,烯,3
晶体,晶体,5
聚合物,聚合物,3
食品添加剂,食品添加剂,3
焦糖,焦糖,1
氯原子,氯原子,1
血糖,血糖,2
糖精,糖精,2
葡萄糖,葡萄糖,3
糖,糖,7
吸收率,吸收率,3
阿斯巴甜,阿斯巴甜,1
蓄电池,蓄电池,1
汽油,汽油,2
燃料电池,燃料电池,1
燃烧,燃烧,5
乙醇,乙醇,7
化学能,化学能,1
丁烷,丁烷,1
质谱分析,质谱分析,1
电子,电子,8
加热,加热,9
挥发物,挥发物,1
紫外光谱,紫外光谱,1
氢氧化物,氢氧化物,1
石膏,石膏,3
中子,中子,2
氟,氟,1
氢,氢,5
辉石,辉石,3
低能中子,低能中子,1
砂岩,砂岩,1
氯,氯,1
熔融,熔融,2
沉积岩,沉积岩,1
极化率,极化率,1
羟基化合物,羟基化合物,1
粉尘,粉尘,1
粘土,粘土,1
近红外光谱,近红外光谱,1
磷灰石,磷灰石,1
灵敏度,灵敏度,1
矿物,矿物,4
极化,极化,1
火成岩,火成岩,2
波长,波长,4
挥发性,挥发性,1
羟基,羟基,1
尖晶石,尖晶石,2
谱线,谱线,1
微探针,微探针,1
有效面积,有效面积,1
左旋,左旋,2
质子,质子,3
岩浆,岩浆,2
金箔,金箔,5
着色剂,着色剂,1
产率,产率,1
过敏反应,过敏反应,1
合成,合成,8
海水,海水,9
渗透压,渗透压,2
食用色素,食用色素,1
维生素,维生素,6
盐浓度,盐浓度,1
酸碱平衡,酸碱平衡,1
食盐水,食盐水,1
胡萝卜素,胡萝卜素,1
矿物质,矿物质,6
脱水,脱水,3
高酸,高酸,1
抗氧化,抗氧化,2
色素,色素,3
脂肪酸,脂肪酸,2
微量营养,微量营养,1
脂,脂,3
乳清蛋白,乳清蛋白,2
微量元素,微量元素,1
酸,酸,4
青铜,青铜,3
原子,原子,3
化学武器,化学武器,3
乙烯,乙烯,1
富集,富集,5
微克,微克,2
砷超标,砷超标,1
增稠剂,增稠剂,1
有机砷,有机砷,1
聚合,聚合,1
原子序数,原子序数,1
化学性质,化学性质,2
能级,能级,1
单质,单质,2
钙,钙,6
酯化,酯化,1
球粒陨石,球粒陨石,1
元素周期表,元素周期表,2
碳酸,碳酸,2
无机物,无机物,1
碳链,碳链,1
价态,价态,1
氦,氦,3
二氧化硅,二氧化硅,2
碳,碳,7
四面体,四面体,1
镁,镁,3
氢化物,氢化物,1
铝,铝,2
镍,镍,1
合金,合金,1
矿石,矿石,1
功能材料,功能材料,1
核聚变,核聚变,2
同位素,同位素,3
石榴石,石榴石,1
能源,能源,2
化学式,化学式,1
粒子,粒子,4
化学活性,化学活性,1
边界层,边界层,1
阳离子,阳离子,1
硅酸盐,硅酸盐,2
硅氧四面体,硅氧四面体,1
赤铁矿,赤铁矿,1
铁原子,铁原子,1
锌,锌,2
爆炸物,爆炸物,1
氖,氖,1
释放能量,释放能量,1
钠,钠,3
原子核,原子核,1
重金属,重金属,3
铀,铀,2
铍,铍,1
壳结构,壳结构,1
中子俘获,中子俘获,1
纯度,纯度,2
右旋,右旋,1
核苷酸,核苷酸,3
碱基,碱基,1
双螺旋,双螺旋,1
核酸,核酸,2
絮状物,絮状物,1
分子结构,分子结构,2
叔胺,叔胺,1
氯化铵,氯化铵,1
铵盐,铵盐,1
苯,苯,3
癸基,癸基,1
防腐剂,防腐剂,2
伯胺,伯胺,1
氯铵,氯铵,1
季铵,季铵,1
仲胺,仲胺,1
钍,钍,1
暗物质,暗物质,1
铱,铱,1
铕,铕,1
相互作用,相互作用,2
稀土,稀土,1
钴蓝,钴蓝,1
漂白剂,漂白剂,1
科尔伯,科尔伯,4
水泥,水泥,1
腺体,腺体,1
基本粒子,基本粒子,1
方向性,方向性,1
镉,镉,3
滴滴涕,滴滴涕,2
酸奶,酸奶,2
植酸,植酸,1
葡萄糖酸钙,葡萄糖酸钙,1
锰,锰,1
碳酸钙,碳酸钙,4
鱼肝油,鱼肝油,1
激素,激素,4
乳酸钙,乳酸钙,1
维生素D,维生素D,1
科里,科里,1
吸水能力,吸水能力,1
不饱和脂肪酸,不饱和脂肪酸,1
鱼油,鱼油,2
对照试验,对照试验,2
材料工程,材料工程,2
介质,介质,1
X射线,X射线,2
玄武岩,玄武岩,1
熔岩,熔岩,2
放射性,放射性,2
反射率,反射率,1
精细结构,精细结构,1
化学键,化学键,1
族,族,2
均质性,均质性,1
液相,液相,1
介电常数,介电常数,1
热压,热压,1
发生器,发生器,1
血凝素,血凝素,1
反射器,反射器,1
辐射热,辐射热,1
红外,红外,2
临界点,临界点,1
吸收的能量,吸收的能量,1
链霉素,链霉素,1
头孢氨苄,头孢氨苄,1
游离,游离,3
谷氨酸盐,谷氨酸盐,1
提纯,提纯,1
尼古丁,尼古丁,1
