Id,Label,度
电子,电子,54
墨水,墨水,9
爱因斯坦,爱因斯坦,24
折射率,折射率,4
粒子,粒子,47
丁达尔现象,丁达尔现象,1
柠檬酸循环,柠檬酸循环,2
丁达尔效应,丁达尔效应,1
胶体,胶体,3
光电效应,光电效应,5
氢,氢,29
量子力学,量子力学,18
等离子体,等离子体,9
质子,质子,17
暗物质,暗物质,16
金,金,22
周期性,周期性,11
自旋,自旋,11
氘,氘,13
能量,能量,105
原子钟,原子钟,7
吸收性,吸收性,1
活化,活化,10
雄激素,雄激素,4
热量,热量,43
含量,含量,92
胰岛素,胰岛素,15
脂肪,脂肪,59
雌激素,雌激素,17
线粒体,线粒体,7
血糖,血糖,9
营养,营养,64
酶,酶,40
胆固醇,胆固醇,18
脂溶性维生素,脂溶性维生素,3
铀,铀,14
石油,石油,15
连锁反应,连锁反应,5
炸药,炸药,6
链式反应,链式反应,9
纯度,纯度,9
原子,原子,54
天然气,天然气,9
辐射剂量,辐射剂量,12
添加剂,添加剂,19
海水,海水,25
中子,中子,18
铅,铅,17
冷却塔,冷却塔,1
原子核,原子核,23
原子弹,原子弹,10
放电,放电,9
热效应,热效应,8
铜,铜,14
单体,单体,6
化学,化学,76
合成,合成,52
汽油,汽油,14
氧桥,氧桥,1
乙醇,乙醇,32
甘醇,甘醇,2
实验设计,实验设计,10
乙醚,乙醚,3
晶体,晶体,17
成分,成分,72
水,水,103
回流,回流,6
物理量,物理量,5
量子状态,量子状态,4
基本粒子,基本粒子,6
对称性,对称性,11
电子云,电子云,2
水分,水分,37
核磁共振,核磁共振,14
量子,量子,22
量纲,量纲,1
放射性,放射性,27
生物合成,生物合成,4
乙酰水杨酸,乙酰水杨酸,9
前列腺素,前列腺素,3
介质,介质,13
有效碰撞,有效碰撞,1
液化,液化,2
碳,碳,32
氧,氧,18
脱氢反应,脱氢反应,1
活化能,活化能,1
化学变化,化学变化,3
摩尔,摩尔,12
催化,催化,11
催化性,催化性,1
副产物,副产物,17
液态,液态,22
硫酸钾,硫酸钾,1
微粒,微粒,17
碳氢化合物,碳氢化合物,3
催化过程,催化过程,3
分子筛,分子筛,1
氧化,氧化,25
能源,能源,31
乙烯,乙烯,7
银,银,6
氮气,氮气,13
燃素,燃素,1
活性炭,活性炭,5
活性物质,活性物质,3
反应物,反应物,4
气体,气体,40
铁,铁,18
二氧化硫,二氧化硫,24
合成氨,合成氨,4
分子,分子,65
液体,液体,40
能量守恒定律,能量守恒定律,2
化学反应,化学反应,27
分解,分解,40
助催化剂,助催化剂,1
硅藻土,硅藻土,1
化学工业,化学工业,10
催化反应,催化反应,3
三氧化硫,三氧化硫,2
